lecture_file,source_folder,version,model_name,prompt_id,precision,recall,f1,claim_recall,context_precision,context_utilization,hallucination,faithfulness,version_label
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt12,47.9,49.7,42.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt15,44.8,56.9,43.8,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt15,44.8,56.9,43.8,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt10,52.4,53.2,45.5,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt10,52.4,53.2,45.5,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt9,39.2,48.3,34.1,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt9,39.2,48.3,34.1,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt7,40.8,53.4,38.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt7,40.8,53.4,38.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt6,52.9,51.4,43.3,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt6,52.9,51.4,43.3,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt1,49.5,49.3,41.6,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt1,49.5,49.3,41.6,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt8,43.6,52.8,40.0,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt8,43.6,52.8,40.0,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_2,mistral_7b,prompt11,47.0,51.7,44.6,0.0,0.0,0.0,0.0,0.0,v2_russian
3. Инструменты обучения НС.tex,analytics,version_2,mistral_7b,prompt11,47.0,51.7,44.6,0.0,0.0,0.0,0.0,0.0,v2_russian
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt14,47.0,56.0,45.0,38.8,50.0,39.2,8.6,34.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt14,47.0,56.0,45.0,38.8,50.0,39.2,8.6,34.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt13,47.3,57.8,47.4,39.2,50.0,37.5,7.7,40.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt13,47.3,57.8,47.4,39.2,50.0,37.5,7.7,40.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt4,43.5,27.0,20.0,0.0,0.0,0.0,7.7,39.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt4,43.5,27.0,20.0,0.0,0.0,0.0,7.7,39.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt3,44.6,59.7,47.2,39.2,50.0,40.1,12.6,33.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt3,44.6,59.7,47.2,39.2,50.0,40.1,12.6,33.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt2,40.8,59.9,43.7,38.8,50.0,40.7,9.9,36.9,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt2,40.8,59.9,43.7,38.8,50.0,40.7,9.9,36.9,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt5,45.1,63.5,47.2,39.2,50.0,39.8,8.4,37.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt5,45.1,63.5,47.2,39.2,50.0,39.8,8.4,37.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt12,45.5,64.0,49.9,38.8,50.0,39.7,11.1,35.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt12,45.5,64.0,49.9,38.8,50.0,39.7,11.1,35.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt15,48.0,61.7,48.8,39.2,50.0,41.7,8.2,37.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt15,48.0,61.7,48.8,39.2,50.0,41.7,8.2,37.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt10,46.5,61.6,46.9,39.2,50.0,37.9,11.4,33.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt10,46.5,61.6,46.9,39.2,50.0,37.9,11.4,33.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt9,39.4,57.2,42.2,40.0,50.0,37.4,11.3,35.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt9,39.4,57.2,42.2,40.0,50.0,37.4,11.3,35.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt7,44.0,60.0,45.7,38.8,50.0,39.2,9.9,36.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt7,44.0,60.0,45.7,38.8,50.0,39.2,9.9,36.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt6,48.0,61.6,48.8,38.8,50.0,36.8,9.3,33.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt6,48.0,61.6,48.8,38.8,50.0,36.8,9.3,33.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt1,42.2,57.8,45.2,39.2,50.0,39.7,7.1,39.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt1,42.2,57.8,45.2,39.2,50.0,39.7,7.1,39.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt8,42.7,54.2,42.8,39.2,50.0,36.4,8.7,38.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt8,42.7,54.2,42.8,39.2,50.0,36.4,8.7,38.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,gemma3_4b,prompt11,47.8,54.3,45.6,39.2,50.0,37.9,9.8,37.9,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,gemma3_4b,prompt11,47.8,54.3,45.6,39.2,50.0,37.9,9.8,37.9,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt14,49.0,25.6,20.2,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt14,49.0,25.6,20.2,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt13,54.3,26.5,25.7,35.5,50.0,16.2,4.0,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt13,54.3,26.5,25.7,35.5,50.0,16.2,4.0,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt4,56.5,26.6,21.5,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt4,56.5,26.6,21.5,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt3,52.9,25.5,20.0,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt3,52.9,25.5,20.0,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt2,53.8,22.8,18.0,35.5,50.0,14.0,2.3,31.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt2,53.8,22.8,18.0,35.5,50.0,14.0,2.3,31.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt5,49.7,27.0,21.2,35.5,50.0,14.0,4.0,26.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt5,49.7,27.0,21.2,35.5,50.0,14.0,4.0,26.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt12,51.1,27.5,20.9,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt12,51.1,27.5,20.9,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt15,52.1,28.2,22.0,34.7,50.0,17.4,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt15,52.1,28.2,22.0,34.7,50.0,17.4,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt10,50.1,26.6,20.3,35.5,50.0,14.0,4.0,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt10,50.1,26.6,20.3,35.5,50.0,14.0,4.0,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt9,54.6,24.3,18.1,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt9,54.6,24.3,18.1,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt7,54.0,25.1,24.9,34.5,50.0,18.2,3.3,30.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt7,54.0,25.1,24.9,34.5,50.0,18.2,3.3,30.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt6,56.9,25.7,21.9,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt6,56.9,25.7,21.9,35.5,50.0,14.0,0.7,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt1,49.7,27.2,21.5,35.5,50.0,14.0,7.4,24.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt1,49.7,27.2,21.5,35.5,50.0,14.0,7.4,24.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt8,48.7,26.6,19.0,35.5,50.0,14.0,3.8,30.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt8,48.7,26.6,19.0,35.5,50.0,14.0,3.8,30.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,phi4-mini_3.8b,prompt11,55.8,21.5,20.7,35.5,50.0,14.0,4.0,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,phi4-mini_3.8b,prompt11,55.8,21.5,20.7,35.5,50.0,14.0,4.0,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt14,37.7,36.9,30.8,39.2,50.0,30.6,18.7,29.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt14,37.7,36.9,30.8,39.2,50.0,30.6,18.7,29.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt13,37.4,38.6,30.9,39.2,50.0,29.0,16.4,31.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt13,37.4,38.6,30.9,39.2,50.0,29.0,16.4,31.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt4,38.8,34.7,30.3,39.3,50.0,30.7,17.1,31.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt4,38.8,34.7,30.3,39.3,50.0,30.7,17.1,31.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt3,38.5,31.4,29.0,39.3,50.0,28.6,14.9,30.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt3,38.5,31.4,29.0,39.3,50.0,28.6,14.9,30.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt2,37.7,35.1,27.6,40.0,50.0,31.4,14.3,29.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt2,37.7,35.1,27.6,40.0,50.0,31.4,14.3,29.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt5,34.9,30.7,25.3,38.8,50.0,24.3,17.7,25.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt5,34.9,30.7,25.3,38.8,50.0,24.3,17.7,25.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt12,37.2,32.1,28.6,39.2,50.0,26.2,15.9,30.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt12,37.2,32.1,28.6,39.2,50.0,26.2,15.9,30.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt15,32.8,40.3,28.2,38.8,50.0,33.4,17.0,29.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt15,32.8,40.3,28.2,38.8,50.0,33.4,17.0,29.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt10,35.1,37.4,27.1,39.2,50.0,30.6,16.1,24.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt10,35.1,37.4,27.1,39.2,50.0,30.6,16.1,24.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt9,35.8,37.6,31.3,38.8,50.0,32.9,11.6,33.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt9,35.8,37.6,31.3,38.8,50.0,32.9,11.6,33.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt7,38.0,38.0,30.2,37.3,50.0,30.9,18.7,27.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt7,38.0,38.0,30.2,37.3,50.0,30.9,18.7,27.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt6,31.2,35.5,26.5,39.2,50.0,33.1,14.5,28.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt6,31.2,35.5,26.5,39.2,50.0,33.1,14.5,28.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt1,30.3,32.5,22.4,38.8,50.0,33.4,18.6,26.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt1,30.3,32.5,22.4,38.8,50.0,33.4,18.6,26.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt8,45.8,30.9,31.2,39.2,50.0,25.9,10.7,38.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt8,45.8,30.9,31.2,39.2,50.0,25.9,10.7,38.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,llama3.2_1b,prompt11,32.5,34.1,28.6,37.3,50.0,28.8,19.0,29.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,llama3.2_1b,prompt11,32.5,34.1,28.6,37.3,50.0,28.8,19.0,29.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt14,35.0,48.7,34.6,35.5,50.0,29.6,10.2,30.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt14,35.0,48.7,34.6,35.5,50.0,29.6,10.2,30.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt13,37.5,41.7,34.4,35.5,50.0,25.4,10.2,33.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt13,37.5,41.7,34.4,35.5,50.0,25.4,10.2,33.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt4,32.6,51.3,34.0,35.5,50.0,32.4,8.2,36.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt4,32.6,51.3,34.0,35.5,50.0,32.4,8.2,36.3,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt3,39.6,44.6,33.7,35.5,50.0,30.3,10.5,34.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt3,39.6,44.6,33.7,35.5,50.0,30.3,10.5,34.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt2,37.6,43.3,31.4,35.5,50.0,28.3,11.3,31.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt2,37.6,43.3,31.4,35.5,50.0,28.3,11.3,31.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt5,42.1,46.9,38.8,35.5,50.0,26.2,9.5,34.9,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt5,42.1,46.9,38.8,35.5,50.0,26.2,9.5,34.9,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt12,30.2,38.5,25.1,34.5,50.0,29.5,13.2,31.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt12,30.2,38.5,25.1,34.5,50.0,29.5,13.2,31.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt15,32.3,53.0,31.7,35.5,50.0,35.7,10.8,32.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt15,32.3,53.0,31.7,35.5,50.0,35.7,10.8,32.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt10,42.2,51.2,39.8,35.5,50.0,33.8,8.7,35.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt10,42.2,51.2,39.8,35.5,50.0,33.8,8.7,35.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt9,36.5,46.3,36.1,35.5,50.0,27.2,8.6,35.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt9,36.5,46.3,36.1,35.5,50.0,27.2,8.6,35.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt7,33.2,47.1,31.4,35.5,50.0,33.9,11.7,32.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt7,33.2,47.1,31.4,35.5,50.0,33.9,11.7,32.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt6,37.3,45.9,34.9,35.5,50.0,28.9,11.9,32.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt6,37.3,45.9,34.9,35.5,50.0,28.9,11.9,32.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt1,30.9,53.4,33.7,35.5,50.0,31.1,11.2,34.9,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt1,30.9,53.4,33.7,35.5,50.0,31.1,11.2,34.9,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt8,34.9,45.2,34.6,35.5,50.0,27.9,11.9,32.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt8,34.9,45.2,34.6,35.5,50.0,27.9,11.9,32.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,deepseek-r1_1.5b,prompt11,34.2,48.2,32.3,35.5,50.0,32.1,10.9,31.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,deepseek-r1_1.5b,prompt11,34.2,48.2,32.3,35.5,50.0,32.1,10.9,31.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt14,31.3,51.2,33.7,35.5,50.0,35.0,11.0,33.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt14,31.3,51.2,33.7,35.5,50.0,35.0,11.0,33.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt13,32.1,46.7,33.2,35.5,50.0,33.4,12.0,33.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt13,32.1,46.7,33.2,35.5,50.0,33.4,12.0,33.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt4,30.1,51.2,32.5,35.5,50.0,31.2,10.7,34.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt4,30.1,51.2,32.5,35.5,50.0,31.2,10.7,34.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt3,29.0,46.2,31.5,35.5,50.0,31.6,11.7,32.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt3,29.0,46.2,31.5,35.5,50.0,31.6,11.7,32.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt2,30.4,52.2,32.5,35.5,50.0,34.5,13.1,31.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt2,30.4,52.2,32.5,35.5,50.0,34.5,13.1,31.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt5,31.3,50.4,32.9,35.5,50.0,27.9,13.4,31.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt5,31.3,50.4,32.9,35.5,50.0,27.9,13.4,31.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt12,31.6,53.7,33.4,35.5,50.0,36.0,11.7,32.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt12,31.6,53.7,33.4,35.5,50.0,36.0,11.7,32.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt15,29.8,47.4,30.6,35.5,50.0,34.8,13.5,31.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt15,29.8,47.4,30.6,35.5,50.0,34.8,13.5,31.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt10,31.7,54.7,35.1,35.5,50.0,36.4,10.5,34.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt10,31.7,54.7,35.1,35.5,50.0,36.4,10.5,34.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt9,26.4,52.5,31.0,35.5,50.0,31.4,11.5,34.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt9,26.4,52.5,31.0,35.5,50.0,31.4,11.5,34.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt7,30.8,43.4,30.0,35.5,50.0,30.7,11.4,34.1,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt7,30.8,43.4,30.0,35.5,50.0,30.7,11.4,34.1,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt6,32.6,56.3,36.6,35.5,50.0,36.3,11.7,34.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt6,32.6,56.3,36.6,35.5,50.0,36.3,11.7,34.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt1,30.4,47.1,31.8,35.5,50.0,30.3,13.4,32.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt1,30.4,47.1,31.8,35.5,50.0,30.3,13.4,32.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt8,29.7,51.7,33.9,35.5,50.0,34.1,12.4,32.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt8,29.7,51.7,33.9,35.5,50.0,34.1,12.4,32.2,v3_russian_v2
